,dx,t=0,t=0.2,t=0.4,t=0.6,t=0.8,t=1.0
0,0.015625,0.00000,0.00934,0.01429,0.01706,0.02255,0.02529
1,0.0078125,0.00000,0.00715,0.00981,0.01218,0.01628,0.01763
2,0.00390625,0.00000,0.00490,0.00695,0.00853,0.01155,0.01240
3,0.001953125,0.00000,0.00348,0.00492,0.00607,0.00826,0.00877
4,0.000976563,0.00000,0.00246,0.00350,0.00428,0.00584,0.00621
5,0.000488281,0.00000,0.00175,0.00247,0.00303,0.00413,0.00439
