,dt,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00119,0.26548,943,1.12262,0.4,1056,1.25714
1,0.00060,0.1869,1754,1.04405,0.33036,1995,1.1875
2,0.00030,0.13185,3323,0.98899,0.28631,3842,1.14345
3,0.00015,0.09301,6385,0.95015,0.32336,7933,1.18051
4,0.00007,0.06563,12402,0.92277,0.26756,15116,1.1247
5,0.00004,0.04628,24284,0.90342,0.20558,28566,1.06272
6,0.00002,0.03266,47836,0.88981,0.19877,56766,1.05592
