,dx,t=0,t=0.2,t=0.4,t=0.6,t=0.8,t=1.0
0,0.015625,0.00000,0.01114,0.01446,0.01828,0.02182,0.03043
1,0.0078125,0.00000,0.00723,0.01031,0.01267,0.01508,0.02196
2,0.00390625,0.00000,0.00516,0.00732,0.00898,0.01049,0.01555
3,0.001953125,0.00000,0.00366,0.00519,0.00635,0.00736,0.01099
4,0.000976563,0.00000,0.00259,0.00367,0.00450,0.00519,0.00777
5,0.000488281,0.00000,0.00184,0.00259,0.00318,0.00367,0.00550
