,dx,t=0,t=0.2,t=0.4,t=0.6,t=0.8,t=1.0
0,0.015625,0.00000,0.00997,0.01432,0.01762,0.02280,0.02806
1,0.0078125,0.00000,0.00716,0.01020,0.01261,0.01609,0.01972
2,0.00390625,0.00000,0.00510,0.00728,0.00880,0.01114,0.01397
3,0.001953125,0.00000,0.00364,0.00510,0.00628,0.00781,0.00989
4,0.000976563,0.00000,0.00255,0.00361,0.00442,0.00543,0.00699
5,0.000488281,0.00000,0.00181,0.00255,0.00312,0.00376,0.00494
