,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.39092881944444446,24226,0.5257378472222223,0.3519531250000001,26022,0.5647135416666667
