,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.3567107371794871,26353,0.5279046474358975,0.3126802884615384,28551,0.5719350961538462
