,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.38997395833333337,1618,0.5266927083333334,0.3388671875,1775,0.5777994791666667
