,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.35606971153846145,1759,0.5285456730769231,0.3010817307692307,1942,0.5835336538461539
