,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.4317234848484849,22084,0.5228219696969697,0.40535037878787883,23198,0.5491950757575758
