,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.4303977272727273,1476,0.5241477272727273,0.38068181818181823,1616,0.5738636363636364
