,dx,Tol. ATT. Error,Tol. Time Level,Tol. Est. ATT.,Max ATT. Error,Max Time Level,Max Est. ATT.
0,0.00048828125,0.3270089285714286,1900,0.5301339285714286,0.2555803571428571,2156,0.6015625000000001
